Id,Sentiment,Text Tweet,clean_teks,clean_teks2,topic,internet,kartu,harga,embedding
169,0,Uji kecepatan NYATA  di <PROVIDER_NAME> 3G <PROVIDER_NAME> disini jelek,uji cepat nyata g jelek,"['uji', 'cepat', 'nyata', 'g', 'jelek']",1,0.53215647,0.4733682,0.40587708,"[-0.01391637  0.05568878  0.00271825  0.00420279 -0.0892287  -0.0163915
 -0.00719538 -0.03790852  0.02653362  0.00229822  0.07960411  0.03860613
  0.0785594  -0.01627884 -0.03505623 -0.00193075 -0.01219946 -0.00356873
  0.03123699 -0.00165227  0.07470973  0.00313106  0.00898653 -0.01221446
  0.00200047 -0.02678562 -0.01093049  0.00153848 -0.03387861  0.01728913
 -0.09116119 -0.05684589  0.0657458  -0.00314826  0.03236195  0.03725385
 -0.00743778 -0.00503825  0.0116292  -0.00181291 -0.04717196 -0.01649777
 -0.05726706  0.02851672 -0.08559863  0.04526367 -0.04575574  0.10520687
 -0.08741194  0.07091397 -0.06512216 -0.00283493  0.05241565  0.02173945
 -0.04560103 -0.07482603  0.01310394 -0.0014713   0.01296629 -0.00078746
  0.02580852 -0.02017676 -0.06442481 -0.01132187  0.02390624  0.01443306
 -0.01492336  0.05785342  0.00455625  0.02115938 -0.01198261  0.07330258
  0.01673996 -0.04230402 -0.0136457  -0.03152597  0.06031532 -0.05832274
 -0.01737695  0.00325035 -0.01304509  0.03606689 -0.0579763  -0.01231429
  0.00584341 -0.00681948  0.01031458  0.00949634 -0.06649407  0.02199247
 -0.03456079  0.04387776 -0.09594534 -0.04765878  0.04576084 -0.0209126
 -0.00672138 -0.01009206 -0.04941255  0.02186241]"
170,0,Tolong diurus segera saya ga mau bayar data yang saya ga dapat datanya <PROVIDER_NAME> <PROVIDER_NAME>,tolong urus ga bayar data ga data,"['tolong', 'urus', 'ga', 'bayar', 'data', 'ga', 'data']",1,0.31783223,0.6230651,0.6429222,"[ 0.02524174 -0.02531349  0.0289454  -0.02886431 -0.00716257 -0.08780157
  0.01138513 -0.00709793 -0.00110573 -0.06726252  0.070226   -0.06630748
  0.00287536  0.00229659  0.03271788 -0.01332368 -0.03098909 -0.00418835
 -0.03653888 -0.00131904 -0.07254724 -0.03515958 -0.14489509 -0.02586657
 -0.12372643 -0.03029631 -0.06046489  0.02387908  0.01038711  0.03786707
  0.0472882  -0.01690611  0.0397706   0.03997891  0.07951146  0.05954733
  0.08549558 -0.01890518  0.05292003  0.00393967  0.05746778  0.011548
  0.03296943  0.00479747  0.01137842  0.05305222 -0.01936347  0.08931004
 -0.01420992 -0.06322424  0.02742874  0.01048607  0.01176558  0.01651429
 -0.0184128  -0.02330607  0.05268013  0.06547476  0.04442497  0.02590089
  0.0288535  -0.05141175  0.00616786  0.02067782 -0.00115193 -0.00522166
  0.08055649  0.00786814  0.02962734  0.08902114 -0.00864368  0.04758107
  0.03481177 -0.05046738 -0.01839735 -0.01575025  0.13706072 -0.03615643
  0.0338392   0.03177292 -0.00531248 -0.00143736 -0.03833979  0.00155756
 -0.05166039  0.0461746  -0.00943025 -0.01331973 -0.01974112  0.03064341
  0.06407409  0.02912076 -0.06663281  0.01656693  0.00987201 -0.09316866
  0.05135107  0.04672046  0.05751998  0.0228273 ]"
171,1,Lumayan #Speedtest Jaringan 4G/LTE <PROVIDER_NAME> Area Tarogong #Garut cukup memuaskan <PROVIDER_NAME> <URL> ,lumayan speedtest jaringan glte area tarogong garut muas,"['lumayan', 'speedtest', 'jaringan', 'glte', 'area', 'tarogong', 'garut', 'muas']",2,0.6047003,0.59434503,0.598452,"[-0.00715197 -0.01593709 -0.0349375  -0.0128177   0.01115007 -0.02546572
  0.02304814 -0.01528559 -0.00532918  0.06068226  0.03907372 -0.06144194
 -0.05935349 -0.02695771 -0.02563084  0.0391302   0.00110435 -0.00573716
 -0.04450935 -0.01373556 -0.01514733 -0.07408263 -0.02558969  0.04157604
 -0.05495026 -0.00611288  0.03479188  0.03028674  0.042709    0.04628177
  0.05474223 -0.04344237  0.04374782 -0.03536822  0.0731228  -0.06176975
  0.00028452 -0.00659861 -0.03896555 -0.06805615  0.07676743  0.01483865
 -0.02569181 -0.02073162 -0.05578988  0.00314209 -0.04878121  0.03524911
  0.06171269 -0.02995946 -0.0042097  -0.01779236 -0.02468595  0.02957568
  0.0188498   0.02277931  0.02436231  0.01211569  0.05896359 -0.01623923
 -0.00719688 -0.02551544 -0.04828667 -0.03667936  0.00987795 -0.0382989
  0.02256618  0.00735364  0.01085512 -0.03624433 -0.00559461  0.01579877
  0.11712891 -0.01976276 -0.01398623  0.0297162   0.01825113 -0.08082817
  0.07083513 -0.01661053  0.00500266 -0.01362394  0.02158357 -0.03757923
 -0.01575743 -0.01151448  0.02168246  0.01517772 -0.01282176 -0.04609883
  0.06638527  0.00728405 -0.01612489  0.0323851   0.04790527  0.00949728
 -0.04334994 -0.01761086 -0.00307543  0.00639176]"
172,1,Terimakasih ya <PROVIDER_NAME> gratis 4Gnya ayo buruan upgrade <PRODUCT_NAME>,terimakasih ya gratis gnya ayo buru upgrade,"['terimakasih', 'ya', 'gratis', 'gnya', 'ayo', 'buru', 'upgrade']",1,0.43627164,0.63964266,0.6630144,"[ 0.03013349 -0.0022557  -0.00208815  0.03945385 -0.02999371 -0.01436898
  0.08568234  0.03519586 -0.05987838  0.00866177 -0.04947206 -0.00768554
  0.0265127  -0.05232313  0.00567169 -0.01066051 -0.0152966   0.02720347
 -0.0019021  -0.04807278 -0.0420092  -0.01198076 -0.01880676 -0.0429513
 -0.0356323  -0.01443532 -0.01814332 -0.01617896  0.04248606  0.00682918
 -0.01208752 -0.02798898 -0.02220373 -0.03136819 -0.03998917 -0.00943421
  0.02683173  0.01294566 -0.02159004  0.04441505 -0.03896812  0.00671908
 -0.05731986  0.0572424   0.04777178 -0.00899951  0.04549748 -0.00095827
  0.01134288  0.06282443 -0.03454332  0.02646876  0.00504771  0.07054413
 -0.06492268  0.03423481 -0.02644883  0.10635179 -0.04004133  0.00757812
  0.02522029 -0.10694509  0.00426955 -0.01175688  0.00715306  0.03934447
 -0.00810908  0.0193302  -0.06685043  0.04002064  0.04479977  0.06212946
 -0.0175094   0.02289999  0.04465887 -0.02710781 -0.02243842  0.01562136
  0.00849723 -0.00424295 -0.05766103  0.03026141 -0.03302577  0.01623615
 -0.06281744 -0.0215466  -0.04889299  0.10667806  0.03654449  0.01457721
  0.07401083 -0.00979769 -0.01190118 -0.00352295 -0.04558231  0.02321015
  0.01353769 -0.02176525 -0.0248568   0.03443005]"
173,1,Makan malam gratis hari ini hasil tukar <PROVIDER_NAME> Poin   <PROVIDER_NAME>… <URL>,makan malam gratis hasil tukar poin,"['makan', 'malam', 'gratis', 'hasil', 'tukar', 'poin']",1,0.39388126,0.64848375,0.67298883,"[-0.01102345 -0.06649004  0.02355914  0.0421507   0.03754034  0.039751
  0.02374853 -0.0372159  -0.02003824  0.06592114 -0.04016495 -0.00507981
  0.04633417 -0.04961236  0.06034242 -0.00084751 -0.04499645  0.01381484
  0.00160209 -0.03676774  0.0686814  -0.05420971 -0.04503428 -0.02653149
  0.03121773 -0.00844979  0.01169703 -0.07556192 -0.08572769 -0.00445293
  0.03202333  0.00848568  0.03156078 -0.00188476 -0.0311029  -0.03215589
 -0.00962624  0.03576488 -0.02797102 -0.02643397 -0.01659782  0.01343363
  0.03633666  0.01654635  0.06702226  0.00595698  0.02065187 -0.05612866
 -0.00576274 -0.00049535 -0.05182886  0.00386509 -0.00885581 -0.03066937
  0.00089764 -0.02223668 -0.00440378  0.01886658  0.01149298  0.03479194
  0.05276782 -0.03564292 -0.09013703  0.01885687 -0.00279592  0.015504
  0.00931126 -0.03267858 -0.02878745  0.09656831  0.01620629  0.028021
 -0.04601979 -0.00275319  0.00543317 -0.02660415  0.02367484  0.08258456
 -0.02689695 -0.02276674 -0.04135342  0.02223377 -0.07113149 -0.03843972
  0.00506471  0.07210512  0.09164127  0.05034573  0.00363113  0.03267361
 -0.03936536 -0.09343416  0.01374537  0.00392983 -0.04761302 -0.0089093
 -0.05757128 -0.00505408 -0.0206036   0.01229434]"
174,0,ayo viralkan keras #Boikot<PROVIDER_NAME>! Nomor saya nomer <PROVIDER_NAME> cantik dari tahun 2007 saya buang! Jangan main2 dengan umat Islam yang brsatu,ayo viralkan keras nomor nomer cantik buang main umat islam brsatu,"['ayo', 'viralkan', 'keras', 'nomor', 'nomer', 'cantik', 'buang', 'main', 'umat', 'islam', 'brsatu']",1,0.48656175,0.6059216,0.5598974,"[-1.34833362e-02 -7.31946947e-03  3.83012965e-02  3.97528261e-02
  2.76684780e-02 -3.04359794e-02 -1.35118151e-02  1.76403765e-02
 -5.03316103e-03  1.66193768e-02  3.81125696e-02  6.08018599e-03
  5.92036668e-05  1.28429243e-03 -1.44077595e-02  3.26796249e-03
  1.85891371e-02 -7.29726860e-03 -2.69825291e-03 -6.90049231e-02
  1.66625548e-02 -1.18849780e-02 -4.76939678e-02  4.63584065e-03
  2.56047468e-03  3.44602886e-04  4.60548736e-02 -3.01039033e-02
  2.33075898e-02  1.13313794e-02 -1.91125665e-02  2.62763957e-03
  4.75462712e-02  6.46027131e-03  7.09096268e-02 -1.33388424e-02
 -1.20264953e-02 -3.10769696e-02  3.70353013e-02  1.28909061e-02
 -1.35558806e-02 -2.42138319e-02 -2.50432212e-02 -2.03860383e-02
 -5.67374080e-02 -4.27161790e-02  3.33263315e-02 -1.36733856e-02
  5.97040635e-03 -3.89689319e-02  2.31590196e-02 -2.49598846e-02
  8.02955823e-04  7.57915806e-03 -3.45324017e-02  1.08744025e-01
  3.00612450e-02  2.81954650e-02  3.20461951e-02  4.23696265e-02
 -2.83265356e-02  4.83818613e-02 -3.75938602e-02  2.82487064e-03
  1.39512559e-02 -1.79951284e-02 -2.64204815e-02  1.68819595e-02
  2.15440989e-04  4.91914600e-02  2.93229837e-02  3.97913903e-02
 -1.60854775e-02 -5.70175610e-03 -1.86143704e-02  3.61910798e-02
 -1.67737454e-02 -3.23834121e-02 -5.51525913e-02 -9.12063196e-03
 -3.21655832e-02 -4.65387367e-02  2.72246283e-02  5.98825794e-03
 -5.45477718e-02  1.81861352e-02 -2.68832725e-02 -9.82884970e-03
 -3.27664837e-02  3.31710428e-02  8.62702355e-03  1.50400549e-02
 -5.54605015e-02 -1.44104054e-02 -1.65158436e-02  2.65644379e-02
 -3.97188291e-02  6.43272549e-02 -7.43668228e-02  2.30829697e-02]"
175,0,AYO BUANG KARTU <PROVIDER_NAME> ! #Ruh212 ,ayo buang kartu ruh,"['ayo', 'buang', 'kartu', 'ruh']",1,0.31220245,0.73011094,0.5914164,"[-0.02956648 -0.002833   -0.0121005   0.09308171 -0.02580852  0.06843786
  0.06514177 -0.02765267 -0.02939872  0.01191121  0.00247476  0.02740606
  0.01712343  0.07366729 -0.03229665 -0.06763665  0.03563092  0.0185963
  0.0361608  -0.10803769  0.10120358 -0.07969336 -0.07929508  0.06058303
  0.02314086 -0.02271336 -0.01458627 -0.06783281  0.0566869   0.01138184
 -0.01986397 -0.02333377 -0.00618988 -0.04163958  0.0080193  -0.01884965
  0.04976243  0.02615772 -0.02053169 -0.00733962 -0.04447686 -0.00617968
  0.05336107 -0.02185964 -0.04488556  0.05460718  0.04696999  0.06988154
 -0.00942754  0.00315387 -0.03721411  0.02329233 -0.01675601  0.060258
 -0.01717968  0.06626395  0.03604883  0.02553293  0.03698101 -0.0111125
  0.07333918  0.05164729  0.03262737  0.01184702 -0.05456575  0.00216934
  0.01857889  0.05985902  0.04356554  0.02194669  0.10647272 -0.00481505
  0.07855722 -0.01542731  0.00689313  0.03040932  0.04588418  0.05491479
 -0.03008856  0.04692519 -0.02165257 -0.02236123  0.07138114 -0.02106383
 -0.03301603  0.03342283  0.00094543  0.02029437  0.01956825 -0.0440838
  0.06338379 -0.0196421  -0.09105974  0.00636288  0.00860498  0.13261476
  0.03191188 -0.01113153 -0.06192966  0.03032845]"
176,0,"Selama ini saya pakai <PROVIDER_NAME>, Insya Allah setelah paket yang sekarang kuotanya habis saya akan ganti operator lain #Boikot<PROVIDER_NAME> ",pakai insya allah paket kuota habis ganti operator,"['pakai', 'insya', 'allah', 'paket', 'kuota', 'habis', 'ganti', 'operator']",0,0.41978368,0.6242758,0.68358546,"[-6.98880404e-02  3.08474116e-02  7.23497290e-03 -6.50859028e-02
  4.29760553e-02 -1.63791906e-02 -8.28025630e-04 -3.07513811e-02
 -1.40679935e-02  1.41696008e-02  5.32292128e-02 -2.99136378e-02
 -4.06109206e-02 -2.12422721e-02 -6.70613255e-03 -6.07051924e-02
  1.75637696e-02  5.67245893e-02  8.63442943e-03  6.46400405e-03
  5.79762226e-03  9.73646715e-03 -2.30588615e-02  4.58398368e-03
 -1.54892057e-02 -8.04817304e-03 -4.70740534e-02 -6.65645227e-02
 -2.71533318e-02  8.84731580e-03  1.91804133e-02  6.99992664e-03
  4.77837175e-02 -4.27592732e-02  6.88484404e-03  5.13305664e-02
  3.93108837e-03 -1.24015252e-03  4.98850979e-02 -1.14444876e-03
  3.97528224e-02 -2.61934474e-02 -3.43559729e-03 -6.97672591e-02
 -5.99742457e-02  6.77195266e-02  1.42572261e-02 -4.44493257e-02
 -2.15826221e-02  2.75929477e-02 -4.46345322e-02  3.07820439e-02
 -6.12789169e-02  2.94093248e-02 -9.98849198e-02  1.11670233e-04
  4.42310497e-02 -6.33344948e-02  3.61403860e-02 -3.16864289e-02
  3.87706840e-03 -6.30504340e-02 -3.49443816e-02  5.18880300e-02
  2.52872054e-03  6.65989369e-02 -3.03439498e-02  1.30189518e-02
 -4.26650653e-03 -7.52556697e-03  8.21081847e-02  2.80660577e-02
  3.37255895e-02 -1.35342861e-02  4.23751026e-02 -5.85713610e-02
  1.07947737e-04 -5.56433760e-03  3.99080962e-02  5.96386343e-02
 -3.97014506e-02 -5.05069382e-02  3.68946232e-02  2.94625275e-02
 -1.00096781e-02  2.35380735e-02 -7.55527010e-03  1.10787056e-01
 -9.08680260e-03  2.02333480e-02  7.45161399e-02  7.07876012e-02
  1.67328492e-03 -2.75553353e-02 -8.68154876e-03  4.55015376e-02
 -2.46095732e-02 -1.72166191e-02 -2.84235999e-02  5.20097613e-02]"
177,0,"kenapa pada boikot <PROVIDER_NAME> ya #Boikot<PROVIDER_NAME> mungkin karena sering menyedot pulsa ga tau dipake apa, sms 1 bayar 1000 cuma buat bonus maksa",boikot ya sedot pulsa ga tau dipake sms bayar bonus maksa,"['boikot', 'ya', 'sedot', 'pulsa', 'ga', 'tau', 'dipake', 'sms', 'bayar', 'bonus', 'maksa']",1,0.31227902,0.5333761,0.49532765,"[ 0.0117931  -0.03798711  0.01329274 -0.05420432  0.04355091  0.03186503
  0.01841705  0.04812539 -0.02415328 -0.01435543  0.00734068 -0.03707664
 -0.0415605  -0.02941316  0.01168577 -0.02416842 -0.02631223  0.05079342
 -0.04213523 -0.05321716 -0.05602424 -0.00997605 -0.03650483  0.03460356
 -0.03366244 -0.04228123 -0.02602469  0.09845082  0.05537825  0.02924427
  0.02426012 -0.01131631 -0.01520687 -0.03403645 -0.02091964 -0.01081796
  0.00909381  0.01131463  0.02118697  0.04538561  0.02194197 -0.06555586
 -0.01109897  0.02362619 -0.03636444 -0.00457391 -0.06075094 -0.02175906
 -0.00706439 -0.03166871  0.01971406  0.07820836  0.02676431  0.02846039
  0.04711584 -0.01429788  0.02488359  0.04221212  0.01146617 -0.01310222
 -0.01925704 -0.01460088 -0.01216885  0.03571563  0.05612099 -0.00147347
  0.00234454 -0.03708663 -0.03181905 -0.01573252  0.03101461  0.05667789
  0.01791065 -0.02130732  0.00333916  0.01108048  0.03145562 -0.03125494
 -0.02610348  0.06988428 -0.02861358  0.0054145  -0.01065844  0.04151947
 -0.00176133 -0.00620362 -0.05046241  0.07136729  0.02679534  0.00524514
 -0.00943302  0.02647316  0.02791193 -0.01105814 -0.01317956  0.04248608
  0.00139318  0.02898057 -0.03458309  0.03200507]"
178,1,"Buka puasa sambil streaming di YouTube lancar banget pakai <PROVIDER_NAME>, jadi makin setia sama <PROVIDER_NAME>.",buka puasa streaming youtube lancar banget pakai setia,"['buka', 'puasa', 'streaming', 'youtube', 'lancar', 'banget', 'pakai', 'setia']",1,0.5343382,0.63609874,0.5959232,"[ 0.00522471 -0.02148993  0.02130877  0.00100374  0.07426368 -0.0117855
 -0.02101025  0.03499372  0.0163845   0.00893883  0.00716752 -0.01920478
 -0.0497949   0.01194969 -0.0314987  -0.00764253  0.0010906  -0.02062196
 -0.01598735 -0.08033838 -0.02902663  0.04156292  0.03095641  0.0198109
  0.00212133 -0.01861072 -0.01728794 -0.02487576  0.07653901  0.10822366
 -0.00214693 -0.03255373  0.02543981 -0.03653651 -0.04686572 -0.03628425
 -0.00059433  0.05267064  0.00708682 -0.01080411  0.01016788 -0.02419306
 -0.00596383  0.02094325 -0.00804229  0.05863376 -0.02222304 -0.06027195
  0.04109568 -0.00724638  0.00671134  0.08592414 -0.02617478  0.0639291
 -0.01222755 -0.02400643 -0.02560679  0.01513042 -0.01192706 -0.0359087
  0.0066597  -0.00485609 -0.02924656 -0.01238533 -0.00885963  0.03373852
 -0.01212016 -0.0089961   0.00420021 -0.01908971  0.0459349   0.06951468
  0.04702525 -0.02231262  0.03946673  0.01998211  0.0375567  -0.02292431
 -0.00879738  0.05448066 -0.00885921  0.00832984  0.00822497 -0.00422603
 -0.01015694  0.03331689 -0.01467041  0.04196448 -0.05203041 -0.05516141
 -0.05051987  0.0023785  -0.02245199  0.00221254  0.01515329 -0.01859726
 -0.0507315  -0.0522114  -0.01079092  0.05005798]"
179,1,Koneksi internet <PROVIDER_NAME> yang lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.,koneksi internet lancar bantu selesai pekerjaaan jumat weekend,"['koneksi', 'internet', 'lancar', 'bantu', 'selesai', 'pekerjaaan', 'jumat', 'weekend']",2,0.71336323,0.4825256,0.45474032,"[ 0.0103455   0.02256318 -0.01548371 -0.0144002   0.03202432  0.01942379
 -0.01247736 -0.07251304  0.11835482 -0.05759766  0.04735524 -0.01783773
 -0.02484533 -0.00374928  0.02197533 -0.01284022  0.01569306  0.01688246
 -0.06343915 -0.07889686  0.05931213  0.01400862 -0.02414768 -0.05136776
  0.03039952 -0.00228765  0.01155224 -0.04427853 -0.03392041  0.02819859
  0.10548993 -0.04252528  0.02079038 -0.02104105 -0.02064877 -0.05920114
  0.00344867 -0.0096444  -0.02756267 -0.02535555 -0.07440431 -0.03845464
  0.03446492  0.0192117  -0.0569251   0.01570852 -0.04178756  0.02171976
 -0.03842665  0.02573754  0.07523658  0.05982672  0.07130696  0.0738695
 -0.04458262 -0.00780262 -0.06898365 -0.01340644  0.00322387 -0.01533748
 -0.03594072 -0.01641076 -0.00647861  0.08736064 -0.00694028  0.06056408
  0.00340907  0.02407068  0.00306589 -0.0242813   0.04171267  0.01099868
  0.02642275  0.00122157 -0.0125823  -0.06852151  0.02165479 -0.03536422
 -0.0323411   0.0068291  -0.06150693  0.02990523  0.07392687 -0.00445894
 -0.00629597 -0.03407114  0.04259164  0.02588796 -0.02928082  0.00765538
 -0.01049905 -0.01873538 -0.06080845 -0.02693154 -0.01847822 -0.03014716
 -0.04871459 -0.05376054  0.02102891  0.02124277]"
180,0,<PROVIDER_NAME> kamu kenapa sinyalnya php <PROVIDER_NAME>,sinyal php,"['sinyal', 'php']",0,0.33244994,0.1446983,0.40857577,"[ 0.0416279   0.02266065  0.02030756  0.085022   -0.01062669  0.01622771
 -0.06339076 -0.06623109  0.03856098  0.05734035 -0.12678504 -0.0766622
  0.00281762 -0.03872415  0.08826257 -0.16813034  0.00525979 -0.01578134
 -0.02886119 -0.00104024 -0.06396338  0.01720577 -0.15462849 -0.09933046
  0.03821893  0.0551971   0.12285747  0.134411    0.03135927 -0.0622858
  0.04627085  0.03880934 -0.06316593  0.00622908  0.07789147 -0.01483423
 -0.09400025  0.02551663 -0.01742888 -0.03051445  0.04589754 -0.06230892
  0.11865063  0.04368695 -0.09508353 -0.04222409  0.07123983 -0.0773254
 -0.03647689  0.01108333  0.07393253  0.02703677  0.03392803  0.02351104
  0.04547272 -0.08882754  0.0301179   0.10402004  0.01014056 -0.0107007
  0.04374994 -0.05595649 -0.09284323 -0.13025555  0.02370987  0.06615501
  0.02040727 -0.00451741  0.11087243  0.1031073  -0.02568213 -0.05585951
 -0.0261997  -0.00958101  0.03612718  0.19422051 -0.02554138 -0.07003227
 -0.07518956 -0.02055176 -0.09406237  0.0567342  -0.02288749  0.05658011
  0.04663478  0.06661823 -0.08900906  0.11006512 -0.03131962  0.09495297
  0.032461    0.09111518  0.00593043  0.03634354  0.03639233  0.01170731
 -0.12543103  0.05004166  0.03130385 -0.08050452]"
181,0,Koneksi internet yang sangat menjengkelkan. <PROVIDER_NAME>  #lemot ,koneksi internet jengkel lot,"['koneksi', 'internet', 'jengkel', 'lot']",0,0.75583446,0.32097045,0.14528696,"[-0.01838593  0.00201252 -0.02770088  0.00613486  0.01275621  0.05975118
 -0.01232219  0.05589363  0.07375735 -0.04702294  0.07492904 -0.01206229
  0.047532    0.02421514  0.00046507 -0.06011365 -0.00070601  0.0752289
 -0.04782448 -0.09376499  0.00898756  0.01809238 -0.01129518  0.02148337
 -0.05110588  0.0121606  -0.03635575 -0.01091706  0.02983532 -0.04949286
  0.01844986 -0.01947658 -0.00300924 -0.05454361  0.03141524 -0.0095104
 -0.01131624  0.03180727 -0.10316631 -0.04714889  0.00195226 -0.03705044
  0.06436616  0.00683476 -0.10036626 -0.05686001 -0.08805773 -0.01783733
 -0.04977756  0.03877972 -0.00492399 -0.04345968 -0.03186316  0.05874685
 -0.02738926  0.01394249 -0.04431899 -0.08011316  0.02654911 -0.00912396
 -0.04287696  0.00016975 -0.05622096  0.01088029  0.12428617  0.08475357
  0.00404479 -0.01561564  0.00728916  0.02136418 -0.05059545  0.03414726
  0.03594989  0.02897254  0.00244104  0.04218205 -0.05686152 -0.06833953
 -0.04516271  0.03171146  0.04806537 -0.03176008  0.12134026 -0.03813654
  0.12059084 -0.02748484 -0.05450045  0.0208628   0.03012215 -0.02320451
  0.03291479 -0.08044554 -0.08214149  0.00066703  0.04224166 -0.01015967
 -0.01219812 -0.09598598  0.03789522  0.0101967 ]"
182,1,"<PROVIDER_NAME> Nelpon lebih murah pake JS, kurang dari Rp1/detik. <PROVIDER_NAME> <PRODUCT_NAME> <PRODUCT_NAME>",nelpon murah pake js rpdetik,"['nelpon', 'murah', 'pake', 'js', 'rpdetik']",2,0.56837255,0.4985311,0.46292374,"[-0.08018649  0.02589614  0.10099685 -0.01461031  0.06047455 -0.05322594
 -0.04877448 -0.00272018  0.06960603  0.05274846  0.01206865  0.00904234
  0.00296829  0.01276277  0.0273984   0.02507005  0.01107621 -0.04898147
  0.00975992 -0.02484018  0.03819233  0.02357514  0.01775075  0.00423673
 -0.10928732 -0.00865113 -0.03042604  0.01184113  0.00339603  0.08193658
 -0.00828433 -0.01074685  0.02991907 -0.02874294 -0.05205171  0.04275125
  0.05592911  0.07443037  0.06783094 -0.00081658 -0.01438053 -0.01486124
  0.00994802 -0.06044272 -0.05187675 -0.00893227  0.0049499   0.01382442
 -0.04337179 -0.02432797  0.02238961 -0.0185132  -0.00522618  0.05510904
  0.06299688 -0.04459859  0.04386705  0.07540093 -0.00548849 -0.04128193
  0.03811997  0.03962223 -0.00606665  0.01181165  0.02837012 -0.00924999
 -0.05857069 -0.04014187 -0.0301624   0.04556715  0.03016483 -0.01365378
 -0.03319094  0.07492094 -0.00229974  0.04828998  0.0537694   0.00249322
  0.00098145 -0.03092522 -0.06459748 -0.03051821 -0.02917168  0.04107402
 -0.03183965  0.00991788 -0.08287578  0.02175244 -0.08977453  0.03987948
  0.07075849  0.06491573 -0.01857665 -0.04299521  0.02479013 -0.00211054
 -0.01096553 -0.02910996 -0.0406758  -0.02121746]"
